,PMID,text,rating1_validated,rating1,rating2_validated,rating2,rating_consensus,consensus_reason,design_ground_truth,field_ground_truth_1,field_ground_truth_2,field_ground_truth_consensus,field_ground_truth_consensus_reason,setting_ground_truth_1,setting_ground_truth_2,setting_ground_truth_consensus,setting_ground_truth_consensus_reason
63,34756524,"Impact of a clinical pharmacist on provider prescribing patterns in a primary care clinic. BACKGROUND Sodium-glucose transporter 2 (SGLT2) inhibitors and glucagon-like peptide-1 (GLP-1) agonists have demonstrated beneficial outcomes in patients with type 2 diabetes at high cardiovascular risk. Unfortunately, these agents are still underutilized in primary care practice. A clinical pharmacist was embedded at a primary care clinic to provide diabetes and hypertension management under a collaborative practice agreement with a supervising physician. OBJECTIVES This study will evaluate whether the presence of an embedded pharmacist in a primary care clinic affects prescribing patterns of novel, evidence-based diabetes therapies. METHODS We abstracted information on SGLT2 inhibitor and GLP-1 agonist prescribing patterns from 3 primary care clinics across 2 time periods as a single-center, retrospective cohort study. We used a difference-in-difference analysis to compare prescription rates and assess the impact of embedding the pharmacist into clinical practice. Prescriptions written by the pharmacist were excluded. RESULTS Across all 3 clinics, 1309 and 1489 patients were included in the pre-intervention and postintervention periods, respectively. The percentage of patients prescribed either an SGLT2 inhibitor or GLP-1 agonist, similar between both groups at baseline, rose to 11.6% in the nonintervention clinics and 15.0% in the intervention clinic. There was a statistically significant increase in SGLT2 inhibitor and GLP-1 agonist prescribing in the intervention clinic compared with nonintervention clinics (P = 0.034). This change in prescribing patterns appeared even greater when excluding prescribers who were not present during both pre-intervention and postintervention periods (P = 0.009). CONCLUSION The presence of a pharmacist is associated with increased SGLT2 inhibitor and GLP-1 agonist prescribing within a clinic, even in patients not seen directly by the pharmacist. These results suggest that an on-site clinical pharmacist providing care for patients with diabetes may indirectly influence the prescribing behavior of co-located primary care providers, increasing the adoption of novel noninsulin diabetic medications.",0,0,1,1,0,"Prescribing patterns are not considered a ""patient outcome""",,,,,,,,,
64,34756525,"Cost-effectiveness analysis of pharmacist interventions in patients with heart failure in Thailand. INTRODUCTION Patients with heart failure (HF) are likely to have multiple diseases with complex therapy regimens. Pharmacist intervention in HF treatment can reduce all-cause mortality and hospitalization, but the economic outcome is not known. OBJECTIVE This study aimed to assess the cost-effectiveness of pharmacist contribution in HF setting compared with usual care. METHODS A decision analytical model was developed to estimate the cost and outcome from a health care system perspective in Thailand. Clinical inputs were obtained from literature review. Pharmacist costs, hospitalization cost for HF, risk of hospitalization death, risk of nonhospitalization death, and readmission rate were based on data from Thailand. The cost and outcome were discounted at 3% annually. OUTCOME MEASURES The incremental cost-effectiveness ratio (ICER) was calculated and presented for the year 2020. A series of sensitivity analysis was also performed. RESULTS Pharmacist intervention incurred higher total costs than usual care, because total cost of pharmacists was 186,040 THB (5936 USD) whereas usual care cost was 151,654 THB (4839 USD). It also provided more quality-adjusted life years (QALYs) than usual care, from 2.4 to 2.8. In addition, patient life years (LY) were increasing from 3.3-3.8. This yielded an ICER of 77,398 THB/LY (2467 USD/LY) or 103,037 THB/QALYs (3,288 USD/QALYs). This ICER is considered to be cost-effective at the willingness-to-pay level of 160,000 THB/QALY (5191.87 USD). CONCLUSION At this current situation in Thailand, pharmacists may represent good value for the nation's limited health care resources. The information should be used in national policies to plan for pharmacist work force implementation and production line in the near future.",0,0,1,1,0,Model,,,,,,,,,
65,34756690,"Clinical impact of a community pharmacy-based health and wellness introductory pharmacy practice experience. OBJECTIVE To assess the clinical impact of an intensive community pharmacy-based Health and Wellness Introductory Pharmacy Practice Experience (IPPE) completed by second-year (P2) student pharmacists. DESIGN The Health and Wellness IPPE was a 1-week rotation developed to provide P2 student pharmacists with opportunities to provide clinical services to patients within the community pharmacy setting. Student pharmacists administered immunizations, performed blood pressure screenings and blood glucose measurements, and provided education to patients under the guidance of licensed pharmacist preceptors. SETTING AND PARTICIPANTS Second-year student pharmacists completing a required Health and Wellness IPPE rotation in the community pharmacy setting. OUTCOMES MEASURED Student pharmacist interventions were assessed to determine the course's clinical impact, and preceptors were surveyed regarding the feasibility of student pharmacists performing clinical services at their training sites. RESULTS A total of 147 student pharmacists completed the IPPE at 89 community pharmacy training sites and administered 9392 injections, 90% of which were influenza vaccinations. Student pharmacists performed 3458 patient health assessments, including measuring patients' blood pressure and blood glucose and reviewing patient education materials. Most preceptors indicated that core activities were feasible during the experience. CONCLUSION This study found that implementing a concentrated IPPE focused on immunizations and health screenings allowed student pharmacists to enhance their clinical skills and fulfill a large public health need, improving patient outcomes. Future studies should explore utilizing student pharmacists in community pharmacy settings to expand clinical services offered beyond these 2 services, such as diabetes risk tests, influenza point-of-care testing, and smoking cessation counseling.",0,0,1,1,0,"No control group, outcome ambiguous",,,,,,,,,
66,34756826,"Drug-related problems in older patients with advanced chronic kidney disease identified during pretransplant comprehensive geriatric assessment. BACKGROUND Older patients with advanced chronic kidney disease may be exposed to a higher risk of adverse drug events due to chronic kidney disease and aging. The integration of clinical pharmacist into pretransplant comprehensive geriatric assessment is an opportunity to perform medication optimization. OBJECTIVE The aim was to describe drug-related problems in older patients with advanced chronic kidney disease. METHODS Observational study was conducted with retrospective data from July 2017 to April 2019. Patients≥65 years with advanced chronic kidney disease, referred by nephrologists for pretransplant comprehensive geriatric assessment were included. During medication optimization, the pharmacist evaluated the appropriateness of each medication prescribed and identified drug-related problems. Any drug-related problem identified lead to a pharmaceutical intervention. RESULTS In total, 103 patients were included (74.5±2.9 years, 26.2% female, 47.6% on dialysis). Overall, 394 drug-related problems were identified in 93.2% of patients (3.8±2.4 drug-related problems per patient) during the medication optimization. Cardiovascular medications (25.1%), antithrombotics (13.5%) and drugs for peptic ulcer and reflux disease (10.2%) were the most involved drugs in drug-related problems. Drug-related problems mainly concerned drugs without indication (27.1%), inappropriate method of administration (24.4%) and non-conformity to guidelines (20.1%). CONCLUSION A high prevalence of drug-related problems in older patients with advanced chronic kidney disease was identified during medication optimization. The systematic integration of a clinical pharmacist in the multidisciplinary team performing pretransplant comprehensive geriatric assessment may be relevant to detect inappropriate prescriptions and to prevent from adverse drug events.",0,0,0,0,,,,,,,,,,,
67,34757515,"The CombiConsultation: a new concept of sequential consultation with the pharmacist and practice nurse/general practitioner for patients with a chronic condition.  The primary health care system is generally well organized for dealing with chronic diseases, but comprehensive medication management is still a challenge. Studies suggest that pharmacists can contribute to effective and safe drug therapy by providing services like a clinical medication review (CMR). However, several factors limit the potential impact of a CMR. Therefore, we propose a new pharmaceutical care service for patients with a chronic condition: the CombiConsultation. The CombiConsultation is a medication evaluation service conducted by the (community) pharmacist and either the practice nurse or general practitioner. It consists of 3 steps: medication check, implementation and follow-up. The pharmacist primarily focusses on setting treatment goals for 1 or 2 drug-related problems in relation to a specific chronic condition. In this manuscript we describe the process and characteristics of the CombiConsultation. We compare the CombiConsultation with the CMR and explain the choices made and the implications for implementation.",0,0,0,0,,,,,,,,,,,
68,34757773,Home Blood Pressure Telemonitoring With Remote Hypertension Management in a Rural and Low-Income Population. ,0,0,0,0,,,,,,,,,,,
69,34758060,"Practice-enhancing publications about the medication-use process in 2020. DISCLAIMER In an effort to expedite the publication of articles, AJHP is posting manuscripts online as soon as possible after acceptance. Accepted manuscripts have been peer-reviewed and copyedited, but are posted online before technical formatting and author proofing. These manuscripts are not the final version of record and will be replaced with the final article (formatted per AJHP style and proofed by the authors) at a later time. PURPOSE This article identifies, prioritizes, and summarizes published literature on the medication-use process (MUP) from calendar year 2020 that can impact health-system pharmacy daily practice. SUMMARY The MUP is the foundational system that provides the framework for safe medication utilization within the healthcare environment. The MUP is defined in this article as having the following components: prescribing/transcribing, dispensing, administration, and monitoring. Articles evaluating at least one step of the MUP were assessed for their usefulness in practice improvement. A PubMed search for articles published in calendar year 2020 was conducted in January 2021 using targeted Medical Subject Headings (MeSH) keywords, and the table of contents of selected pharmacy journals was searched, providing a total of 9,433 articles. A thorough review identified 49 potentially practice-enhancing articles: 15 for prescribing/transcribing, 10 for dispensing, 6 for administration, and 18 for monitoring. Ranking of the articles for importance by peers led to the selection of key articles from each category. The highest-ranked articles are briefly summarized, with a mention of why they are important within health-system pharmacy. The other articles are listed for further review and evaluation. CONCLUSION It is important to routinely review the published literature and to incorporate significant findings into daily practice. This article assists in identifying and summarizing the most impactful recently published literature. Health-system pharmacists have an active role in improving the MUP in their institution, and awareness of the moist significant published studies can assist in changing practice at the institutional level.",0,0,0,0,,,,,,,,,,,
70,34758906,"Guideline No. 422c: Menopause: Mood, Sleep, and Cognition. OBJECTIVE Provide strategies for improving the care of perimenopausal and postmenopausal women based on the most recent published evidence. TARGET POPULATION Perimenopausal and postmenopausal women. BENEFITS, HARMS, AND COSTS Target population will benefit from the most recent published scientific evidence provided via the information from their health care provider. No harms or costs are involved with this information since women will have the opportunity to choose among the different therapeutic options for the management of the symptoms and morbidities associated with menopause, including the option to choose no treatment. EVIDENCE Databases consulted were PubMed, MEDLINE, and the Cochrane Library for the years 2002-2020, and MeSH search terms were specific for each topic developed through the 7 chapters. VALIDATION METHODS The authors rated the quality of evidence and strength of recommendations using the Grading of Recommendations Assessment, Development and Evaluation (GRADE) approach. See online Appendix A (Tables A1 for definitions and A2 for interpretations of strong and weak recommendations). INTENDED AUDIENCE: physicians, including gynaecologists, obstetricians, family physicians, internists, emergency medicine specialists; nurses, including registered nurses and nurse practitioners; pharmacists; medical trainees, including medical students, residents, fellows; and other providers of health care for the target population. SUMMARY STATEMENTS RECOMMENDATIONS.",0,0,0,0,,,,,,,,,,,
71,34758925,"Transformational strategies for optimizing use of medications and related therapies through us pharmacists and pharmacies: Findings from a national study. SETTING Nonoptimized medication therapies (NOMTs) are associated with likely avoidable illnesses and mortality affecting millions of people and costing an estimated $528 billion per year in excess health spending in the United States. The coronavirus disease 2019 (COVID-19) pandemic brought into focus barriers limiting the ability of U.S. pharmacists and pharmacies to provide services that can reduce NOMTs and improve U.S. population health. OBJECTIVES This National Science Foundation Center for Health Organization Transformation study explored potential strategies that U.S. pharmacists, pharmacies, and their partners could implement to reduce NOMTs while also delivering other forms of value to U.S. populations from 2021 to 2025 (during and after the COVID-19 pandemic). DESIGN A panel of senior leaders representing the U.S. pharmacist and pharmacy sector participated in a 4-round Delphi process to identify unmet needs, barriers, change drivers, and priority strategies for meeting those needs. Data were gathered and analyzed by public health researchers, most of whom are outside the pharmacist and pharmacy sector. RESULTS A comprehensive set of evidence-based strategies with potential to reduce NOMTs, protect and improve population health and well-being, and strengthen the sector were identified. Four transformational strategies were recommended: comprehensive payment and practice transformation, strengthening pharmacy data interoperability infrastructure, development of unifying measurement and management mechanisms, and development of a more robust national research infrastructure. Strengthening health equity was a cross-cutting strategy affecting all areas. CONCLUSION The results may be of interest to policy makers, pharmacists, pharmacies, physicians, nurses and other clinicians, pharmaceutical firms, plan sponsors, plans, health systems, clinics, aging care, digital technology companies, and others interested in optimizing outcomes from medications and related therapies for U.S. POPULATIONS ",0,0,0,0,,,,,,,,,,,
72,34759821,"Pharmacist-Led Intervention on the Inappropriate Use of Stress Ulcer Prophylaxis Pharmacotherapy in Intensive Care Units: A Systematic review.  Background: Pharmacist's direct intervention or participation in multidisciplinary management teams can improve the clinical outcome and quality of life of patients. We aimed to determine the effectiveness of pharmacist-led interventions on the inappropriate use of stress ulcer prophylaxis (SUP) pharmacotherapy in intensive care units (ICUs). Methods: A systematic review was performed for relevant studies using searched PubMed, EMBASE (Ovid), the Cochrane Library, Cochrane Central Register of Controlled Trials (CENTRAL), and four Chinese databases from the establishment of databases to 12 March 2020. We conducted a descriptive analysis of participants, the intervention content and delivery, and the effects on inappropriate medication rates. Results: From 529 records, 8 studies from 9 articles were included in the systematic review. The time of appropriateness judgment and the criteria of ""appropriate"" varied from included studies. Pharmacist interventions mainly included clarifying indications for SUP pharmacotherapy, education and awareness campaign, reviewed patients on SUP pharmacotherapy during rounds, and adjustments of drug use. Five (62.5%) studies found a significant intervention effect during hospitalization, while 2 (25%) studies at ICU transfer and 2 (25%) studies at hospital discharge. 4 (50%) studies identified the complications related to SUP pharmacotherapy and found no significant difference. 4 (50%) studies declared the pharmacist-led interventions were associated with cost savings. Conclusion: Pharmacist-led intervention is associated with a decrease in inappropriate use of SUP pharmacotherapy during hospitalization, at ICU transferred and hospital discharged, and a lot of medical cost savings. Further research is needed to determine whether pharmacist-led intervention is cost-effective.",1,1,1,1,,,Systematic review or meta-analysis,,,Critical care,Established through discussion to test label choices,,,Inpatient,Established through discussion to test label choices
73,34760950,"Team-Based Care for Improving Hypertension Management: A Pragmatic Randomized Controlled Trial.  Objective: We evaluated the effect on long term blood pressure (BP) of an interprofessional team-based care (TBC) intervention, involving nurses, pharmacists, and physicians, compared to usual care. Methods: We conducted a pragmatic randomized controlled study in ambulatory clinics and community pharmacies in Switzerland (ClinicalTrials.gov: NCT02511093). Uncontrolled treated hypertensive patients were randomized to TBC or usual care (UC). In the TBC group, nurses and pharmacists met patients every 6 weeks to measure BP, assess lifestyle, support medication adherence, and provide health education for 6 months. After each visit, they wrote a report to the physician who could adjust antihypertensive therapy. The outcome was the intention-to-treat difference in mean daytime ambulatory blood pressure measurement (ABPM) and control (<135/85 mmHg) at 6 and 12 months. Results: Eighty-nine patients (60 men/29 women; mean (SD) age: 61(12) year) were randomized to TBC (n = 43) or UC (n = 46). At baseline, mean (SD) BP was 144(10)/90(8) mmHg and 147(12)/87(11) mmHg in the TBC and UC groups. At 6 months, the between-groups difference in daytime systolic ABPM was-3 mmHg [95% confidence interval (CI):-10 to +4; p = 0.45]; at 12 months, this difference was-7 mmHg [95% CI:-13 to-2; p = 0.01]. At 6 months, the between-groups difference in daytime diastolic ABPM was +2 mmHg [95% CI:-1 to +6; p = 0.20]; at 12 months, this difference was-2 mmHg [95% CI:-5 to +2; 0.42]. Upon adjustment for baseline covariates including baseline BP, the between-groups differences at 6 and 12 months were maintained. At 6 months, there was no difference in BP control. At 12 months, the TBC group tended to have a better control in systolic BP (p = 0.07) but not in diastolic BP (p = 0.33). Conclusion: While there was not significant effect on BP at 6 months of follow-up, the TBC intervention can help decrease long-term systolic BP among uncontrolled hypertensive patients.",0,0,0,0,,,,,,,,,,,
74,34761359,"Factors associated with Turkish pharmacists' intention to receive COVID-19 vaccine: an observational study.  Background Pharmacists have been taking part in vaccination services during the COVID-19 pandemic. However, research identifying pharmacists' intention to get COVID-19 vaccine is limited. Aim The objective of this study was to determine the intention to receive COVID-19 vaccine and to identify the factors related to it based on the Health Belief Model framework among Turkish pharmacists. Method This is an observational study conducted between December 2020 and January 2021. The online survey was sent to all hospital and community pharmacists working in Turkey. Transtheoretical Model of Behaviour Change and Health Belief Model were used for the development of the questionnaire. Univariate and multivariate logistic regression analyses were conducted to identify factors associated with the intention to receive COVID-19 vaccine. Results Among all participants (n = 961), 74.7% had an intention to receive the COVID-19 vaccine. In model 1, perceived susceptibility, perceived severity, perceived benefits, and perceived barriers were associated with their intention to receive the COVID-19 vaccine (p < 0.05). In model 2, the intention to receive COVID-19 vaccine was associated with being male, years of experience in the professional field, not having contracted COVID-19, having a pharmacy staff who had contracted COVID-19, and having had received seasonal flu shot within the previous year (p < 0.05). Conclusion This study highlights the factors related to the intention of the pharmacists to receive COVID-19 vaccines. Health Belief Model is the strongest predictor for vaccination intention and could be used to develop behavioural change techniques to promote vaccination.",0,0,0,0,,,,,,,,,,,
75,34764034,"Implementation of a clinical pharmacist-driven comprehensive medication management program in an outpatient wound healing center. BACKGROUND The role of the pharmacist in wound healing management among patients with diabetic and nondiabetic foot ulcers (DFU) is unclear. We sought to implement and evaluate an integrated pharmacist-driven comprehensive medication management (CMM) program in a multidisciplinary podiatrist-led wound healing center (WHC). OBJECTIVES The objectives were to determine the role of the clinical pharmacist in a WHC and evaluate the impact of CMM interventions on prescribing rates and wound healing rates. METHODS A pharmacist-driven CMM program was implemented in a podiatrist-led WHC, and an evaluation spanning 6 years was conducted. RESULTS Overall, 1018 patients were treated over 6 years, and 515 received wound treatment after the CMM period, of which, 309 received CMM services. A total of 441 medication related problems (MRPs) were identified; most were related to medication safety (35.1%) and inappropriate or ineffective therapy (31.3%), and problems with adherence accounted for 22.5% of documented MRPs. An average of 3.41 interventions per patient were documented, and most were related to patient education (40.8%). Only metformin (20.3 vs. 34.2%; P < 0.001) and insulin prescription (57.3 vs. 73.8%; P < 0.001) prevalence increased after CMM implementation. Other prescriptions were not significantly different among patients presenting in the pre- and post-CMM periods, respectively. Wound healing rates among patients with DFU were similar before and after implementation (55 vs. 52%; P = 0.49). Likewise, wound healing rates among those with non-DFUs were similar before- and after implementation (56 vs. 53%; P = 0.56). CONCLUSION The implementation of a novel pharmacist-driven CMM program embedded within a multidisciplinary podiatrist-managed WHC provided the initial evidence of the potential benefits of providing pharmacist-driven CMM services to patients with lower extremity ulcers. Prospective studies of CMM in this patient population are needed.",1,1,1,1,,,Study,,,Other,Established through discussion to test label choices,,,Ambulatory,Established through discussion to test label choices
76,34764035,"Prevalence of medically unsupervised activated charcoal use a cause for concern in celiac disease? BACKGROUND Celiac disease is an autoimmune disorder that causes an intolerance to gluten. Owing to hidden sources, lack of clear labeling, and cross-contamination, it is not uncommon for individuals with celiac disease to inadvertently ingest gluten. A strict gluten-free diet is the only treatment. OBJECTIVES The purpose of this study was to identify the frequency of activated charcoal use in celiac disease as a purported remedy despite the lack of literature on the safety and efficacy of the practice and to elucidate the manner in which using activated charcoal as a treatment for acute gluten ingestion is being communicated. METHODS Using a descriptive study design, a Web-based survey was sent to members of the celiac disease community via social media pages for voluntary participants 18 years and older diagnosed with celiac disease. Participants were stratified into 3 major groups: (1) those who had heard of using activated charcoal as a remedy to counteract gluten ingestion and used it, (2) those who had heard of using activated charcoal but had not used it, and (3) those who had not heard of using activated charcoal. RESULTS In subjects with celiac disease, 424 of 1613 respondents (26%) had heard of using activated charcoal as a potential remedy for gluten ingestion, and 12% had used it. The top source of information regarding any general information including remedies for maladies related to celiac disease was social media networks 72.3% (879/1613). Of those who had used activated charcoal, 122 participants (61.3%) reported subjectively feeling a reduced severity of symptoms. CONCLUSION Pharmacists should be aware of the off-label use of activated charcoal for accidental gluten ingestion in celiac disease. Pharmacists should educate patients with celiac disease that there is not sufficient evidence to support the use of activated charcoal.",0,0,0,0,,,,,,,,,,,
77,34764036,"Quō vādis? Short-term medical missions in a globalized world and the role of pharmacy.  Short-term medical missions (STMMs) have evolved in the past few decades to provide non-emergent care including routine and follow-up primary care for acute and chronic conditions, along with treatment of neglected tropical diseases. Many STMMs operate outside the local health care infrastructure and may have limited local partnerships. STMM outcomes in improving local population health are often inferred but not well documented. Concerns such as ethical conduct, provider bias, and lack of adequate training and preparation continue to be raised. When disruptions occur (e.g. the COVID-19 pandemic), STMMs need to develop and prepare for challenges such as the inability to travel and provide care. Pharmacists as health professionals play a unique role when volunteering in STMMs. However, pharmacists' roles in STMMs need further development along with a framework to guide STMM work. Often driven by a few dynamic individuals, STMMs need to be aware of local geo-socio-political issues and develop local partnerships toward a meaningful legacy of building sustaining, long-lasting systems that will continue to serve others beyond the life of the STMMs and their founders.",0,0,0,0,,,,,,,,,,,
78,34764037,"The impact of community pharmacy utilization of immunization information systems on vaccination rates: Results of a clustered randomized controlled trial. BACKGROUND Adult immunization rates in the United States remain low. More convenient access to immunization information systems (IIS) may improve vaccination rates. OBJECTIVE The objective of this multilevel, clustered, randomized controlled study was to measure the impact of providing pharmacists with software and training to query IIS for patient vaccine history/recommendations on adult influenza, pneumococcal, herpes zoster, and Td/Tdap vaccination rates. METHODS California Rite Aid pharmacy districts were randomized into intervention/control groups using stratified randomization based on baseline influenza vaccination rates. Store demographic characteristics were collected at baseline (January 1-December 31, 2018). During follow-up (April 1, 2019-March 31, 2020), intervention group stores received access to ImmsLink, software that allows health care providers to review immunization records from IIS and identify a patient's recommended vaccinations. The difference-in-difference between intervention and control groups compared the changes in vaccination rates from baseline to follow-up by calculating adjusted ratios of risk ratios (RRRs). Analysis was performed at the store level. RESULTS Thirty-six districts comprising 501 Rite Aid stores (intervention: n = 244 stores; control: n = 257) were included. We found no significant differences in vaccination rates between groups: influenza, 19-64 years (adjusted RRR 0.99 [95% CI 0.83-1.17]); influenza, ≥65 years (1.02 [0.86-1.22]); herpes zoster (1.07 [0.90-1.28]); pneumococcal (0.95, 0.80-1.14); and Td/Tdap (0.88, 0.73-1.05). Reasons that recommended vaccines were not given in the intervention group included patient being deferred to future visit, patient declining, patient having already received the vaccination, patient declining because of cost, or vaccine being unavailable. Overall, pharmacist engagement with ImmsLink was low. CONCLUSION Providing pharmacists with software and training to query IIS did not improve vaccination rates compared with control pharmacies in this study. Factors such as an inconvenient interface or inadequate training or motivation may have caused low engagement with the software and should be considered in future interventions.",0,0,0,0,,,,,,,,,,,
79,34764165,"Qualitative research on the work experience of pharmacists in fever clinics and isolation wards of designated hospitals for novel coronavirus pneumonia (COVID-19). OBJECTIVE To understand the work experiences of pharmacists in fever clinics and isolation wards of designated hospitals for the novel coronavirus pneumonia in China and provide the basis for work management strategies and psychological interventions in pharmacy for prevention and control of future epidemics. METHODS Using qualitative research methods, 13 pharmacists who met the inclusion criteria and worked in fever clinics and isolation wards of designated hospitals for novel coronavirus pneumonia attended focus group interviews and semistructured interviews. The Colaizzi analysis method was used for data analysis, summary and induction. RESULTS Three themes were identified: (1) the roles of pharmacists in fever clinics and isolation wards in epidemic prevention and control, including ensuring the supply of medicines, providing medication guidance for patients, providing medication information for physicians and nurses, and participating in infection control; (2) the difficulties at work, including the lack of office equipment, information equipment and other infrastructure, the difficulty of management of pharmacists in isolation wards, challenging environments, and insufficient attention of hospitals, medical staff, and society to pharmacists; (3) the loopholes in drug management, including the management of special-class drugs and national free AIDS antiviral drugs, and the retrieval of drugs. CONCLUSION Pharmacists have played an essential role in the fight against the epidemic of novel coronavirus pneumonia in China. The themes and experiences identified in this study can offer guidance to the pharmacy society in implementing strategies to prepare for future public health events.",0,0,0,0,,,,,,,,,,,
80,34764701,"Reviewing Potentially Inappropriate Medication in Hospitalized Patients Over 65 Using Explicit Criteria: A Systematic Literature Review.  Potentially inappropriate medication (PIM) is a primary health concern affecting the quality of life of patients over 65. PIM is associated with adverse drug reactions including falls, increased healthcare costs, health services utilization and hospital admissions. Various strategies, clinical guidelines and tools (explicit and implicit) have been developed to tackle this health concern. Despite these efforts, evidence still indicates a high prevalence of PIM in the older adult population. This systematic review explored the practice of using explicit tools to review PIM in hospitalized patients and examined the outcomes of PIM reduction. A literature search was conducted in several databases from their inception to 2019. Original studies that had an interventional element using explicit criteria detecting PIM in hospitalized patients over 65 were included. Descriptive narrative synthesis was used to analyze the included studies. The literature search yielded 6116 articles; 25 quantitative studies were included in this systematic literature review. Twenty were prospective studies and five were retrospective. Approximately, 15,500 patients were included in the review. Various healthcare professionals were involved in reviewing PIM including physicians and hospital pharmacists. Several tools were used to review PIM for hospitalized patients over 65, most frequently Beer's criteria and the STOPP/START tool. The reduction of PIM ranged from 3.5% up to 87%. The most common PIM were benzodiazepines and antipsychotics. This systematic review showed promising outcomes in terms of improving patient outcomes. However, the reduction of PIM varied in the studies, raising the question of the variance between hospitals in the explicit tools used for review. Additional studies need to be conducted to further investigate the outcomes of reviewing PIM at different levels, as well as assessing the cost-effectiveness of using explicit tools in reducing PIM.",0,0,0,0,,,,,,,,,,,
81,34765250,"Antibiotic Resistance, Still a Global Challenge.  The use of antibiotics represents a major health problem worldwide because they are often administered without medical prescription. This has led to different situations starting from a large use in inappropriate cases without medical recommendation, to a major issue that represents antimicrobial resistance. Our aim was to identify the opinion of healthcare workers (physicians and pharmacists) about the most effective solution at reducing antimicrobial resistance, helping the policy makers to take a decision. The present study was conducted from March 15th, 2021 to April 15th, 2021, using a virtual questionnaire. A total of 397 respondents provided a complete response to our questionnaire: 313 physicians and 84 pharmacists. Our results provided valuable insights that can be used to inform the development of a national health policy, resulting in population health gains. Our work provided an indication of physicians' preferences toward solutions as ""A tax on antibiotic consumption, which could be used to fund innovation strategies."" (41.53%) and ""An educational program for patients that highlights the causes and effects of antimicrobial resistance."" (42.49%). The pharmacists preferred the solutions as ""An educational program for patients that highlights the causes and effects of antimicrobial resistance."" (52.38%) and ""Elimination of antibiotics from the list of the emergency pharmaceutical services."" (42.86%). A small number of physicians (2.24%) and pharmacists (3.57%) recommended as the most effective solution at reducing antimicrobial resistance ""Restrain antibiotic use in the food industry.""",0,0,0,0,,,,,,,,,,,
82,34765519,"Early intervention with Kan Jang® to treat upper-respiratory tract infections: A randomized, quadruple-blind study. Background and aim Andrographis paniculata and Eleutherococcus senticosus preparations and their fixed combination, called Kan Jang®, are traditionally used for relieving symptoms of upper-respiratory tract infections (URTIs). This study aimed to assess the efficacy of early intervention with Kan Jang® on the relief and duration of inflammatory symptoms during the acute phase of the disease. Experimental procedure A total of 179 patients with URTI symptoms received six Kan Jang® (daily dose of andrographolides: 60 mg) or placebo capsules a day for five consecutive days in this randomized, quadruple-blinded, placebo-controlled, two-parallel-group phase II study. The primary efficacy outcomes were the decrease in the acute-phase duration and the mean URTI symptoms score (sore throat, runny nose, nasal congestion, hoarseness, cough, headache, and fatigue). Results Early intervention with Kan Jang® significantly increased the recovery rate and reduced the number of sick leave days by >21% (0.64/day) relative to that observed in the placebo group (2.38 vs. 3.02 days, p = 0.0053). Kan Jang® significantly alleviated all URTI symptoms starting from the second day of treatment. A superior anti-inflammatory effect of Kan Jang® to that of placebo was also observed on the white blood cell count (p = 0.007) and erythrocyte sedimentation rate (p = 0.0258). Treatment with Kan Jang® was tolerated well. Conclusion This study demonstrates that early intervention with Kan Jang® capsules reduces the recovery duration of patients by 21% and significantly relieves the severity of typical URTI symptoms.",0,0,0,0,,,,,,,,,,,
83,34767827,"[The Regulatory Landscape of Biosimilars: Algeria's Efforts and Progress Made from 2006 to 2021].  Biologics are tremendously efficacious biological molecules that have enabled the treatment of many life-threatening diseases which have previously been hard to treat. Biosimilars, also known as 'follow-on biologics', are highly similar versions of another already approved biologic, called the Reference Product. The European Union has been a pioneer in the regulation of biosimilars. WHO guideline on evaluation of biosimilars published in 2009 was an important landmark in biosimilar regulations worldwide, and several countries have adopted its principles in the development of their own regulatory pathway for the approval of biosimilars. Most countries in the Middle East North Africa (MENA) region still lack official and scientific guidelines for biosimilar approval pathways. This article explores the regulatory situation of biosimilar registration pathways in Algeria and describes the progress made and the regulatory landscape changes for biosimilars in Algeria during the past ten years. Our findings indicate that the development of biosimilar regulation in Algeria went through three major phases between 2006 and 2021, during which there has been much progress in drafting guidance documents for biosimilars. Since 2016, Algeria has used the EMA, FDA and WHO guidelines as the basis for approval of several biosimilars and no national guidelines or regulations have been adopted to date. Additionally, there has been no regulation on substitution/interchangeability. The Algerian regulatory authority has gained considerable experience with approval and use of increasingly complex biosimilars over the past 5 years and has the potential to create its own biosimilar-specific regulatory pathway in the near future.",0,0,0,0,,,,,,,,,,,
